algorithm,benchmark,seed,evaluations,best_value,best_candidate
simulated_annealing,rosenbrock,100,20000,48.075796450577585,"[-0.5970888245897037, 0.5858674362176803, 0.6934788906241034, 0.47051930540757037, 0.2650220385260449, -0.3322957721702533, 0.061592619142058484, -0.11316836448435719, 0.2172133338603161, 0.09361427854335647]"
simulated_annealing,rosenbrock,101,20000,163.5266370726727,"[-0.2111325543399405, 0.16373800735045113, 0.08144409738884961, -0.15795563948974095, -0.5041727067826737, 0.903188318921673, 1.1690038162043734, 1.5008847899969058, 2.7744234762852287, 7.085670373869968]"
simulated_annealing,rosenbrock,102,20000,51.094380841679,"[0.14111000879597813, -0.09655088555695707, -0.06671791112687181, 0.10003722409520216, -0.3272002194298361, 0.0764148784777327, -0.012536013619866837, -0.4750647019002306, 0.36853220265012043, -0.006356180974390557]"
simulated_annealing,rosenbrock,103,20000,52.813364813538435,"[0.7602475658154102, 0.9505910084908685, 0.7635164424715013, 0.742833243781423, 0.6798909010707667, 0.6188562669470556, 0.49737597245970927, 0.2834426175610403, 0.5434769348939628, 0.5408166594103383]"
simulated_annealing,rosenbrock,104,20000,38.42888343078604,"[-0.6951078966509883, 0.46071931831227736, 0.39031626982542617, 0.04652917970018117, -0.33660429229721917, 0.3393530847496361, 0.161294911531343, -0.05813055260253219, 0.24309596131927322, -0.07397428143315776]"
simulated_annealing,rosenbrock,105,20000,45.43152364439414,"[-0.04668528921509546, -0.26047937708547075, 0.13703687986850574, 0.24141788823415145, 0.219177864595391, -0.3222160856829437, 0.20019599701208318, 0.2626428623887101, 0.10596828354606724, -0.14482404248072211]"
simulated_annealing,rosenbrock,106,20000,42.64592551215968,"[0.06760813461414245, 0.05198405204522075, 0.14323344189609166, 0.5240641583018856, 0.20261933085737752, 0.09160309491313584, 0.19128715597656948, -0.07911310909414591, 0.05793162797720619, -0.15378663527776731]"
simulated_annealing,rosenbrock,107,20000,170.60658786586419,"[0.5183451428858645, 0.28922756819424694, -0.19349789347986412, -0.07822746649114398, -0.47105553109329446, 0.8012131089366914, 1.1187763172939424, 1.5678086394180641, 3.202059449834675, 10.0]"
simulated_annealing,rosenbrock,108,20000,57.41525575107082,"[0.2650878326589934, 0.17006482372963738, 0.23277830956976875, -0.48921168820409583, 0.11936304231714844, -0.17417366530932915, 0.07904802187386395, -0.09513258195961248, -0.22544994798478846, -0.06067829890951176]"
simulated_annealing,rosenbrock,109,20000,133.63163484309408,"[0.998755360111088, 1.0072800258815309, 0.5778492047449527, 0.7671788325668681, 0.9788698928391167, 0.7035462067947087, 1.1854804413518272, 1.4602607217574501, 2.3836243631597975, 6.097356557986795]"
simulated_annealing,rosenbrock,110,20000,72.39985281859933,"[-0.7144412901727875, 0.3539953418737617, 0.30409023496833226, 0.4639681492440478, 0.5673154526144368, 0.23645333542402824, 0.20559544544043712, -0.21768099600882107, 0.021434081010410666, 0.47792503929465513]"
simulated_annealing,rosenbrock,111,20000,48.54652857409765,"[0.7386363281238326, 0.10423819657740574, 0.03014173895767573, -0.1720298667708003, 0.33064338873682086, 0.25764450705666886, 0.13409713849975985, -0.22379976013427616, -0.04339018151618376, -0.02616612522954348]"
simulated_annealing,rosenbrock,112,20000,55.2062447608168,"[-0.7697516894584748, 0.6445234004908011, 0.4682180799158105, 0.057001969632992866, 0.03275029037642785, 0.6387534569809793, 0.5846279297377338, 0.3942414612472771, 0.0807030508690699, 0.07287426377274264]"
simulated_annealing,rosenbrock,113,20000,57.5798471281111,"[0.8383120045478744, 0.47898585993385384, 0.14594036982627945, 0.6148620721741749, 0.5944400264136762, 0.41468291530446194, 0.2349182903811526, 0.28492460603738307, 0.18347110638279496, 0.15276436004193095]"
simulated_annealing,rosenbrock,114,20000,45.5257485119549,"[0.43895785792178477, 0.1646627320946566, -0.05492555280405115, -0.02240230210043087, 0.16706163702642315, 0.03171471507458434, -0.15860123596695488, 0.24322928211615175, 0.03180196512469752, 0.519676855194873]"
simulated_annealing,rosenbrock,115,20000,48.49661534451074,"[0.1414222977573215, 0.19979687964724435, 0.17803544429687151, -0.32045122778012447, -0.002564145622370395, -0.22451852916218296, 0.19182182585134888, -0.14879894601734583, 0.08131996348450599, 0.32115810531694866]"
simulated_annealing,rosenbrock,116,20000,52.972746074673395,"[-1.0961800523767649, 0.8474409682443544, 0.7923179941265261, 0.8426088632418699, 0.8128813797540275, 0.5191142030259741, 0.3079068204152426, 0.3806261136496148, 0.07856062507481563, 0.4182176290918437]"
simulated_annealing,rosenbrock,117,20000,50.17733284760976,"[-0.6780166623896141, 0.473673400322632, -0.041926236746205436, 0.22726569559712811, 0.3333845053079444, 0.4816122323701533, 0.31475320020757525, 0.1134672927277825, 0.03427553364321828, -0.2797229587617963]"
simulated_annealing,rosenbrock,118,20000,45.27138938116293,"[0.3098680305234899, 0.13696038505069402, -0.013925572688241905, 0.0003950334216391571, 0.12683845324368115, -0.4190060572018176, 0.014866897307627358, -0.036368196116748866, -0.3123600302773732, 0.2428367124977161]"
simulated_annealing,rosenbrock,119,20000,162.98207461345712,"[0.9493958610769087, 0.868308190861034, 0.5575802967261295, -0.6390850173065123, 0.9428619700346257, 1.2386042233389616, 1.2585803650705243, 1.683206426883348, 3.1668478764718606, 10.0]"
